[1, -1, 2, -13, 10, -25, 125], (3, -4, 9)
[1, -1, 2, 3, 10, -25, 125], (-1, 0, -3)
[1, -1, 2, 11, 10, -25, 125], (-3, 2, 3)
[1, -1, 4, -19, 20, -25, 125], (1, -2, 1)
[1, -1, 4, -7, 20, -25, 125], (3, -4, 11)
[1, -1, 4, 1, 20, -25, 125], (-1, 0, -1)
[1, -1, 4, 8, 20, -25, 125], (-2, 1, 1)
[1, -1, 5, 6, 25, -25, 125], (-2, 1, 2)
[1, -1, 6, -17, 30, -25, 125], (1, -2, 3)
[1, -1, 7, -16, 35, -25, 125], (1, -2, 4)
[1, -1, 8, -12, 40, -25, 125], (2, -3, 9)
[1, -1, 8, -7, 40, -25, 125], (-3, 2, 9)
[1, -1, 8, -3, 40, -25, 125], (-1, 0, 3)
[1, -1, 9, -2, 45, -25, 125], (-2, 1, 6)
[1, -1, 10, -4, 50, -25, 125], (-2, 1, 7)
[1, -1, 12, -11, 60, -25, 125], (1, -2, 9)
[1, -1, 12, -8, 60, -25, 125], (-2, 1, 9)
[1, -1, 12, -7, 60, -25, 125], (-1, 0, 7)
[1, 0, 1, -13, 5, 0, 125], (1, -1, -3)
[1, 0, 1, 13, 5, 0, 125], (-1, 1, -3)
[1, 0, 3, -11, 15, 0, 125], (1, -1, -1)
[1, 0, 3, 11, 15, 0, 125], (-1, 1, -1)
[1, 0, 5, -9, 25, 0, 125], (1, -1, 1)
[1, 0, 5, -3, 25, 0, 125], (3, -3, 9)
[1, 0, 5, 3, 25, 0, 125], (-3, 3, 9)
[1, 0, 5, 9, 25, 0, 125], (-1, 1, 1)
[1, 0, 10, -4, 50, 0, 125], (1, -1, 6)
[1, 0, 10, -2, 50, 0, 125], (2, -2, 9)
[1, 0, 10, 2, 50, 0, 125], (-2, 2, 9)
[1, 0, 10, 4, 50, 0, 125], (-1, 1, 6)
[1, 1, -4, -9, -20, 25, 125], (1, 0, -9)
[1, 1, -3, -8, -15, 25, 125], (1, 0, -8)
[1, 1, -2, -23, -10, 25, 125], (3, -2, -1)
[1, 1, -2, -7, -10, 25, 125], (1, 0, -7)
[1, 1, 0, -17, 0, 25, 125], (3, -2, 1)
[1, 1, 1, 16, 5, 25, 125], (-3, 4, 8)
[1, 1, 2, -11, 10, 25, 125], (3, -2, 3)
[1, 1, 2, -3, 10, 25, 125], (1, 0, -3)
[1, 1, 2, 13, 10, 25, 125], (-3, 4, 9)
[1, 1, 2, 21, 10, 25, 125], (-1, 2, -1)
[1, 1, 4, -8, 20, 25, 125], (2, -1, 1)
[1, 1, 4, -1, 20, 25, 125], (1, 0, -1)
[1, 1, 4, 7, 20, 25, 125], (-3, 4, 11)
[1, 1, 4, 19, 20, 25, 125], (-1, 2, 1)
[1, 1, 5, -6, 25, 25, 125], (2, -1, 2)
[1, 1, 6, 17, 30, 25, 125], (-1, 2, 3)
[1, 1, 7, 16, 35, 25, 125], (-1, 2, 4)
[1, 1, 8, 3, 40, 25, 125], (1, 0, 3)
[1, 1, 8, 7, 40, 25, 125], (3, -2, 9)
[1, 1, 8, 12, 40, 25, 125], (-2, 3, 9)
[1, 1, 9, 2, 45, 25, 125], (2, -1, 6)
[1, 1, 10, 4, 50, 25, 125], (2, -1, 7)
[1, 1, 12, 7, 60, 25, 125], (1, 0, 7)
[1, 1, 12, 8, 60, 25, 125], (2, -1, 9)
[1, 1, 12, 11, 60, 25, 125], (-1, 2, 9)
[1, 2, -4, -24, -20, 50, 125], (4, -2, -1)
[1, 2, -2, -8, -10, 50, 125], (-4, 6, 17)
[1, 2, 3, -7, 15, 50, 125], (3, -1, 1)
[1, 2, 4, -2, 20, 50, 125], (2, 0, -1)
[1, 2, 11, 17, 55, 50, 125], (3, -1, 9)
[1, 2, 11, 21, 55, 50, 125], (-1, 3, 9)
[1, 2, 13, 17, 65, 50, 125], (1, 1, 7)
[1, 2, 13, 19, 65, 50, 125], (-1, 3, 11)
[1, 3, -4, -27, -20, 75, 125], (3, 0, -9)
[1, 3, -3, -26, -15, 75, 125], (4, -1, -4)
[1, 3, -3, -24, -15, 75, 125], (3, 0, -8)
[1, 3, -2, -21, -10, 75, 125], (3, 0, -7)
[1, 3, 0, -14, 0, 75, 125], (4, -1, -1)
[1, 3, 2, -9, 10, 75, 125], (3, 0, -3)
[1, 3, 3, -6, 15, 75, 125], (3, 0, -2)
[1, 3, 4, -3, 20, 75, 125], (3, 0, -1)
[1, 3, 4, 9, 20, 75, 125], (-3, 6, 17)
[1, 3, 6, 19, 30, 75, 125], (1, 2, -1)
[1, 3, 8, 9, 40, 75, 125], (3, 0, 3)
[1, 3, 8, 21, 40, 75, 125], (1, 2, 1)
[1, 3, 9, 12, 45, 75, 125], (3, 0, 4)
[1, 3, 9, 32, 45, 75, 125], (-1, 4, 8)
[1, 3, 10, 23, 50, 75, 125], (1, 2, 3)
[1, 3, 10, 31, 50, 75, 125], (-1, 4, 9)
[1, 3, 12, 21, 60, 75, 125], (3, 0, 7)
[1, 3, 12, 29, 60, 75, 125], (-1, 4, 11)
[1, 3, 13, 22, 65, 75, 125], (2, 1, 6)
[1, 3, 15, 28, 75, 75, 125], (1, 2, 8)
[1, 3, 16, 29, 80, 75, 125], (1, 2, 9)
[1, 4, 1, -16, 5, 100, 125], (4, 0, -4)
[1, 4, 2, -12, 10, 100, 125], (4, 0, -3)
[1, 4, 5, 1, 25, 100, 125], (3, 1, -3)
[1, 4, 9, 13, 45, 100, 125], (3, 1, 1)
[1, 4, 15, 31, 75, 100, 125], (3, 1, 7)
[1, 4, 17, 39, 85, 100, 125], (1, 3, 9)
[1, 5, 5, -6, 25, 125, 125], (4, 1, -4)
[1, 5, 10, 14, 50, 125, 125], (4, 1, 1)
[1, 5, 10, 17, 50, 125, 125], (3, 2, -1)
[1, 5, 11, 18, 55, 125, 125], (4, 1, 2)
[1, 5, 12, 23, 60, 125, 125], (3, 2, 1)
[1, 5, 14, 29, 70, 125, 125], (3, 2, 3)
[1, 5, 15, 32, 75, 125, 125], (3, 2, 4)
[1, 5, 16, 43, 80, 125, 125], (-1, 6, 17)
[1, 5, 17, 48, 85, 125, 125], (1, 4, 8)
[1, 5, 18, 46, 90, 125, 125], (4, 1, 9)
[1, 5, 18, 49, 90, 125, 125], (1, 4, 9)
[1, 5, 20, 47, 100, 125, 125], (3, 2, 9)
[1, 5, 20, 48, 100, 125, 125], (2, 3, 9)
[1, 5, 20, 51, 100, 125, 125], (1, 4, 11)
[1, 6, 21, 51, 105, 150, 125], (3, 3, 7)
[1, 6, 22, 56, 110, 150, 125], (4, 2, 9)
[1, 7, 21, 46, 105, 175, 125], (4, 3, 4)
[1, 7, 25, 62, 125, 175, 125], (4, 3, 8)
[1, 7, 25, 64, 125, 175, 125], (3, 4, 8)
[1, 7, 26, 66, 130, 175, 125], (4, 3, 9)
[1, 7, 26, 67, 130, 175, 125], (3, 4, 9)
[1, 7, 28, 73, 140, 175, 125], (3, 4, 11)
[1, 7, 28, 74, 140, 175, 125], (4, 3, 11)
[1, 7, 28, 76, 140, 175, 125], (2, 5, 13)
[1, 7, 28, 77, 140, 175, 125], (1, 6, 17)
[1, 8, 29, 72, 145, 200, 125], (4, 4, 8)
[1, 8, 33, 88, 165, 200, 125], (4, 4, 12)
[1, 8, 33, 89, 165, 200, 125], (3, 5, 13)
[1, 9, 40, 111, 200, 225, 125], (3, 6, 17)
