1,-4,9,-15,18,-16,8
1,-3,2,1,4,-12,8
1,-3,6,-9,12,-12,8
1,-2,0,3,0,-8,8
1,-2,1,1,2,-8,8
1,-2,3,-5,6,-8,8
1,-2,3,-3,6,-8,8
1,-2,5,-7,10,-8,8
1,-1,-1,5,-2,-4,8
1,-1,0,-1,0,-4,8
1,-1,0,1,0,-4,8
1,-1,0,3,0,-4,8
1,-1,2,-5,4,-4,8
1,-1,2,-3,4,-4,8
1,-1,2,-1,4,-4,8
1,-1,4,-3,8,-4,8
1,0,-1,-1,-2,0,8
1,0,-1,1,-2,0,8
1,0,0,-3,0,0,8
1,0,0,3,0,0,8
1,0,1,-3,2,0,8
1,0,1,-1,2,0,8
1,0,1,1,2,0,8
1,0,1,3,2,0,8
1,0,3,-1,6,0,8
1,0,3,1,6,0,8
1,1,-1,-5,-2,4,8
1,1,0,-3,0,4,8
1,1,0,-1,0,4,8
1,1,0,1,0,4,8
1,1,2,1,4,4,8
1,1,2,3,4,4,8
1,1,2,5,4,4,8
1,1,4,3,8,4,8
1,2,0,-3,0,8,8
1,2,1,-1,2,8,8
1,2,3,3,6,8,8
1,2,3,5,6,8,8
1,2,5,7,10,8,8
1,3,2,-1,4,12,8
1,3,6,9,12,12,8
1,4,9,15,18,16,8
